"DEPCOM";"PTOT"
"65046";89
"65047";7848
"65048";788
"65049";243
"65050";78
"65051";208
"65052";66
"65053";42
"65054";605
"65055";324
"65056";445
"65057";983
"65058";143
"65059";7103
"65060";56
"65061";52
"65062";3481
"65063";170
"65064";48
"65065";289
"65066";33
"65067";126
"65068";21
"65069";1225
"65070";527
"65071";34
"65072";1786
"65073";351
"65074";111
"65075";131
"65076";59
"65077";414
"65078";399
"65079";200
"65080";551
"65081";130
"65082";51
"65083";694
"65084";293
"65085";112
"65086";153
"65087";175
"65088";44
"65089";86
"65090";77
"65091";53
"65092";221
"65093";212
"65094";116
"65095";331
"65096";64
"65097";188
"65098";315
"65099";144
"65100";5340
"65101";762
"65102";20
"65103";101
"65104";292
"65105";196
"65106";163
"65107";109
"65108";847
"65109";32
"65110";93
"65111";63
"65112";151
"65113";279
"65114";77
"65115";287
"65116";300
"65117";41
"65118";38
"65119";379
"65120";336
"65121";392
"65123";1327
"65124";56
"65125";313
"65126";151
"65127";1267
"65128";137
"65129";799
"65130";622
"65131";245
"65132";44
"65133";233
"65134";13
"65135";83
"65136";37
"65137";97
"65138";892
"65139";54
"65140";32
"65141";52
"65142";208
"65143";116
"65144";86
"65145";47
"65146";313
"65147";603
"65148";130
"65149";174
"65150";497
"65151";147
"65153";123
"65154";57
"65155";54
"65156";219
"65157";23
"65158";82
"65159";368
"65160";123
"65161";281
"65162";34
"65163";37
"65164";107
"65165";185
"65166";54
"65167";26
"65168";404
"65169";88
"65170";78
"65171";38
"65172";39
"65173";192
"65174";105
"65175";41
"65176";84
"65177";158
"65178";51
"65179";28
"65180";13
"65181";164
"65182";128
"65183";704
"65184";174
"65185";444
"65186";36
"65187";105
"65189";280
"65190";69
"65191";125
"65192";343
"65193";82
"65194";98
"65195";138
"65196";92
"65197";155
"65198";1129
"65199";36
"65200";109
"65201";178
"65202";329
"65203";28
"65204";28
"65205";54
"65206";231
"65207";62
"65208";23
"65209";77
"65210";36
"65211";144
"65212";330
"65213";122
"65214";44
"65215";45
"65216";108
"65217";55
"65218";617
"65219";123
"65220";245
"65221";254
"65222";164
"65223";1197
"65224";276
"65225";107
"65226";2900
"65228";121
"65229";41
"65230";254
"65231";201
"65232";70
"65233";317
"65234";94
"65235";4076
"65236";426
"65237";161
"65238";236
"65239";152
"65240";387
"65241";85
"65242";235
"65243";466
"65244";525
"65245";229
"65247";105
"65248";259
"65249";100
"65250";118
"65251";1880
"65252";861
"65253";51
"65254";145
"65255";30
"65256";148
"65257";595
"65258";5811
"65259";177
"65260";98
"65261";47
"65262";411
"65263";96
"65264";308
"65265";328
"65266";35
"65267";519
"65268";198
"65269";170
"65270";206
"65271";352
"65272";77
"65273";197
"65274";137
"65275";71
"65276";117
"65277";96
"65278";31
"65279";213
"65280";413
"65281";234
"65282";299
"65283";51
"65284";1004
"65285";192
"65286";13205
"65287";632
"65288";54
"65289";110
"65290";203
"65291";133
"65292";398
"65293";110
"65294";221
"65295";951
"65296";422
"65297";42
"65298";83
"65299";225
"65300";68
"65301";256
"65303";360
"65304";2322
"65305";93
"65306";234
"65307";333
"65308";105
"65309";16
"65310";251
"65311";100
"65313";751
"65314";209
"65315";424
"65316";103
"65317";38
"65318";230
"65319";135
"65320";849
"65321";142
"65322";252
"65323";81
"65324";213
"65325";43
"65326";94
"65327";154
"65328";98
"65329";213
"65330";208
"65331";3253
"65332";170
"65333";114
"65334";223
"65335";533
"65336";40
"65337";111
"65338";247
"65339";328
"65340";2069
"65341";115
"65342";92
"65343";236
"65344";2372
"65345";53
"65346";169
"65347";42
"65348";47
"65349";9
"65350";1192
"65351";29
"65352";212
"65353";268
"65354";71
"65355";67
"65356";57
"65357";161
"65358";53
"65359";29
"65360";277
"65361";89
"65362";1128
"65363";445
"65364";22
"65366";843
"65367";158
"65368";44
"65369";652
"65370";1114
"65371";232
"65372";638
"65373";173
"65374";227
"65375";1444
"65376";220
"65377";160
"65378";66
"65379";16
"65380";146
"65381";34
"65382";68
"65383";188
"65384";167
"65385";90
"65386";98
"65387";133
"65388";851
"65389";932
"65390";422
"65391";61
"65392";449
"65393";138
"65394";315
"65395";1160
"65396";366
"65397";169
"65398";262
"65399";104
"65400";232
"65401";588
"65402";25
"65403";99
"65404";153
"65405";71
"65406";256
"65407";107
"65408";565
"65409";303
"65410";524
"65411";78
"65412";169
"65413";135
"65414";79
"65415";234
"65416";86
"65417";5005
"65418";293
"65419";69
"65420";74
"65421";51
"65422";333
"65423";129
"65424";115
"65425";442
"65426";134
"65427";282
"65428";63
"65429";208
"65430";43
"65431";94
"65432";184
"65433";3070
"65435";265
"65436";307
"65437";132
"65438";76
"65439";269
"65440";42413
"65441";76
"65442";210
"65443";18
"65444";317
"65445";224
"65446";541
"65447";1189
"65448";89
"65449";98
"65450";35
"65451";755
"65452";1025
"65453";74
"65454";102
"65455";446
"65456";284
"65457";82
"65458";32
"65459";103
"65460";4864
"65461";109
"65462";241
"65463";85
"65464";509
"65465";327
"65466";90
"65467";100
"65468";42
"65469";27
"65470";142
"65471";217
"65472";77
"65473";398
"65474";114
"65475";61
"65476";63
"65477";95
"65478";34
"65479";345
"65481";161
"65482";442
"66001";75
"66002";3669
"66003";3503
"66004";558
"66005";562
"66006";168
"66007";121
"66008";10365
"66009";2698
"66010";37
"66011";4220
"66012";3323
"66013";117
"66014";2584
"66015";1265
"66016";4751
"66017";5885
"66018";69
"66019";217
"66020";813
"66021";7310
"66022";55
"66023";943
"66024";5395
"66025";1214
"66026";1485
"66027";681
"66028";10233
"66029";138
"66030";208
"66032";59
"66033";462
"66034";111
"66035";38
"66036";25
"66037";12184
"66038";6198
"66039";143
"66040";40
"66041";933
"66042";265
"66043";137
"66044";304
"66045";776
"66046";614
"66047";17
"66048";1351
"66049";7820
"66050";4250
"66051";260
"66052";377
"66053";2418
"66054";61
"66055";748
"66056";1056
"66057";510
"66058";1978
"66059";2320
"66060";222
"66061";93
"66062";168
"66063";233
"66064";430
"66065";9103
"66066";635
"66067";671
"66068";107
"66069";3460
"66070";168
"66071";2046
"66072";475
"66073";142
"66074";383
"66075";135
"66076";68
"66077";89
"66078";187
"66079";184
"66080";120
"66081";126
"66082";489
"66083";41
"66084";1296
"66085";447
"66086";25
"66088";5436
"66089";294
"66090";44
"66091";52
"66092";90
"66093";2128
"66094";2978
"66095";431
"66096";1033
"66097";136
"66098";220
"66099";317
"66100";169
"66101";2006
"66102";30
"66103";564
"66104";977
"66105";271
"66106";2561
"66107";792
"66108";4266
"66109";237
"66111";149
"66112";249
"66113";178
"66114";1680
"66115";1229
"66116";189
"66117";149
"66118";343
"66119";313
"66120";76
"66121";1292
"66122";62
"66123";150
"66124";1889
"66125";357
"66126";335
"66127";1196
"66128";24
"66129";1537
"66130";1336
"66132";412
"66133";3106
"66134";880
"66136";119161
"66137";561
"66138";1470
"66139";43
"66140";3737
"66141";9227
"66142";53
"66143";96
"66144";4967
"66145";2841
"66146";115
"66147";104
"66148";4072
"66149";6062
"66150";1164
"66151";78
"66152";102
"66153";49
"66154";66
"66155";84
"66156";94
"66157";29
"66158";151
"66159";64
"66160";1291
"66161";1332
"66162";634
"66164";8754
"66165";623
"66166";385
"66167";1118
"66168";3433
"66169";112
"66170";155
"66171";10842
"66172";11694
"66173";1170
"66174";2830
"66175";2836
"66176";3131
"66177";1541
"66178";2248
"66179";1071
"66180";10156
"66181";122
"66182";4797
"66183";69
"66184";53
"66185";350
"66186";2716
"66187";1800
"66188";264
"66189";5391
"66190";3511
"66191";20
"66192";91
"66193";238
"66194";223
"66195";7753
"66196";3315
"66197";37
"66198";497
"66199";104
"66201";45
"66202";190
"66203";55
"66204";334
"66205";860
"66206";91
"66207";680
"66208";2084
"66209";38
"66210";7790
"66211";172
"66212";3825
"66213";7035
"66214";1075
"66215";158
"66216";75
"66217";2123
"66218";365
"66219";51
"66220";40
"66221";34
"66222";1418
"66223";210
"66224";3251
"66225";1743
"66226";1380
"66227";3913
"66228";1359
"66230";2111
"66231";588
"66232";26
"66233";177
"66234";72
"67001";2145
"67002";383
"67003";447
"67004";1534
"67005";852
"67006";214
"67008";1328
"67009";384
"67010";1738
"67011";994
"67012";664
"67013";270
"67016";738
"67017";300
"67018";663
"67019";1178
"67020";856
"67021";7218
"67022";241
"67023";983
"67025";1928
"67026";157
"67027";172
"67028";5756
"67029";362
"67030";710
"67031";1446
"67032";222
"67033";602
"67034";2448
"67035";445
"67036";307
"67037";365
"67038";287
"67039";491
"67040";1040
"67043";17133
"67044";266
"67045";3329
"67046";12612
"67047";156
"67048";462
"67049";1307
"67050";36
"67051";316
"67052";2442
"67053";323
"67054";538
"67055";1381
"67056";745
"67057";170
"67058";394
"67059";439
"67060";644
"67061";3860
"67062";320
"67063";660
"67065";1283
"67066";2646
"67067";9968
"67068";277
"67069";518
"67070";276
"67071";467
"67072";663
"67073";4191
"67074";693
"67075";435
"67076";485
"67077";579
"67078";270
"67079";178
"67080";1802
"67081";775
"67082";1199
"67083";745
"67084";2216
"67085";724
"67086";430
"67087";1436
"67088";360
"67089";2610
"67090";684
"67091";337
"67092";629
"67093";348
"67094";254
"67095";1601
"67096";314
"67097";1256
"67098";1485
"67099";285
"67100";350
"67101";2633
"67102";293
"67103";1043
"67104";685
"67105";1444
"67106";5211
"67107";645
"67108";1608
"67109";644
"67110";1078
"67111";418
"67112";2880
"67113";424
"67115";2261
"67116";525
"67117";432
"67118";6986
"67119";1339
"67120";528
"67121";816
"67122";1341
"67123";499
"67124";2422
"67125";2257
"67126";299
"67127";1407
"67128";1880
"67129";594
"67130";10619
"67131";5372
"67132";943
"67133";477
"67134";183
"67135";767
"67136";278
"67137";5736
"67138";567
"67139";466
"67140";745
"67141";591
"67142";293
"67143";649
"67144";335
"67145";247
"67146";621
"67147";500
"67148";175
"67149";422
"67150";1313
"67151";4956
"67152";7605
"67153";403
"67154";3447
"67155";1252
"67156";2564
"67159";215
"67160";1064
"67161";382
"67162";352
"67163";546
"67164";840
"67165";393
"67166";249
"67167";1209
"67168";1681
"67169";2869
"67172";2203
"67173";1163
"67174";1172
"67176";3702
"67177";647
"67178";278
"67179";663
"67180";34781
"67181";270
"67182";1601
"67183";872
"67184";1919
"67185";697
"67186";429
"67187";531
"67188";693
"67189";961
"67190";192
"67191";1839
"67192";930
"67194";4796
"67195";620
"67196";2638
"67197";1498
"67198";111
"67199";84
"67200";1005
"67201";314
"67202";4009
"67203";372
"67204";11143
"67205";4442
"67206";1122
"67208";544
"67209";270
"67210";508
"67212";3696
"67213";637
"67214";923
"67215";501
"67216";2686
"67217";345
"67218";26825
"67220";330
"67221";333
"67222";4056
"67223";1188
"67225";111
"67226";2112
"67227";237
"67228";791
"67229";196
"67230";2435
"67231";212
"67232";198
"67233";1207
"67234";1518
"67235";415
"67236";551
"67237";2482
"67238";641
"67239";1644
"67240";712
"67241";146
"67242";528
"67244";155
"67245";215
"67246";1258
"67247";961
"67248";1697
"67249";247
"67250";786
"67252";1052
"67253";629
"67254";912
"67255";476
"67256";3351
"67257";714
"67258";194
"67259";927
"67260";322
"67261";2318
"67263";1549
"67264";832
"67265";553
"67266";650
"67267";18927
"67268";2632
"67269";291
"67270";387
"67271";643
"67272";405
"67273";498
"67274";246
"67275";800
"67276";1900
"67277";762
"67278";560
"67279";232
"67280";800
"67281";4161
"67282";4267
"67283";2723
"67285";1459
"67286";1500
"67287";589
"67288";328
"67289";625
"67290";918
"67291";3350
"67292";670
"67293";653
"67295";634
"67296";2035
"67298";573
"67299";914
"67300";9332
"67301";2012
"67302";2045
"67303";689
"67304";583
"67305";1978
"67306";639
"67307";475
"67308";793
"67309";4766
"67310";1168
"67311";2075
"67312";465
"67313";6041
"67314";537
"67315";662
"67317";685
"67319";358
"67320";626
"67321";335
"67322";1108
"67324";4393
"67325";1402
"67326";1657
"67327";962
"67328";895
"67329";1271
"67330";928
"67331";1382
"67333";288
"67334";118
"67335";909
"67336";1737
"67337";456
"67338";1338
"67339";4185
"67340";1563
"67341";377
"67342";1769
"67343";5397
"67344";317
"67345";3495
"67346";539
"67347";1683
"67348";11349
"67349";519
"67350";2290
"67351";1689
"67352";421
"67353";231
"67354";507
"67355";1208
"67356";2485
"67358";799
"67359";1309
"67360";1050
"67361";497
"67362";590
"67363";820
"67364";925
"67365";12584
"67366";747
"67367";1333
"67368";1543
"67369";260
"67370";653
"67371";621
"67372";5067
"67373";320
"67375";1310
"67377";998
"67378";4493
"67379";893
"67380";203
"67381";355
"67382";782
"67383";191
"67384";318
"67385";250
"67386";208
"67387";297
"67388";5398
"67389";4406
"67391";446
"67392";853
"67394";281
"67395";406
"67396";202
"67397";2681
"67398";352
"67400";1098
"67401";307
"67403";435
"67404";910
"67405";2275
"67406";331
"67407";1627
"67408";1223
"67409";1007
"67410";673
"67411";5223
"67412";1013
"67413";530
"67414";1570
"67415";469
"67416";470
"67417";302
"67418";1930
"67420";1244
"67421";833
"67422";595
"67423";574
"67424";229
"67425";547
"67426";359
"67427";345
"67428";491
"67429";637
"67430";769
"67432";579
"67433";1330
"67434";2810
"67435";842
"67436";508
"67437";11287
"67438";824
"67440";555
"67441";330
"67442";1223
"67443";833
"67444";124
"67445";3206
"67446";431
"67447";33064
"67448";2167
"67449";2242
"67450";687
"67451";1411
"67452";1673
"67453";607
"67454";414
"67455";691
"67456";447
"67458";4957
"67459";753
"67460";1721
"67461";325
"67462";19354
"67463";3163
"67464";940
"67465";2323
"67466";509
"67467";383
"67468";626
"67470";101
"67471";8004
"67472";4857
"67473";954
"67474";3186
"67475";234
"67476";724
"67477";604
"67478";1964
"67479";601
"67480";1813
"67481";1096
"67482";284621
"67483";243
"67484";489
"67485";1524
"67486";1818
"67487";1720
"67488";185
"67489";794
"67490";589
"67491";255
"67492";649
"67493";451
"67494";579
"67495";4148
"67497";679
"67498";702
"67499";320
"67500";1469
"67501";560
"67502";206
"67503";161
"67504";1381
"67505";401
"67506";5816
"67507";1817
"67508";414
"67509";353
"67510";553
"67511";930
"67513";129
"67514";628
"67515";573
"67516";667
"67517";684
"67519";5837
"67520";5660
"67521";441
"67522";540
"67523";2801
"67524";520
"67525";1644
"67526";1543
"67527";320
"67528";573
"67529";3377
"67530";386
"67531";286
"67532";1095
"67534";728
"67535";1059
"67536";161
"67537";450
"67538";1606
"67539";2311
"67540";880
"67541";539
"67542";453
"67543";2100
"67544";7516
"67545";505
"67546";666
"67547";2058
"67548";887
"67550";1746
"67551";4174
"67552";345
"67553";321
"67554";971
"67555";248
"67556";205
"67557";810
"67558";758
"67559";249
"68001";1132
"68002";392
"68004";5697
"68005";1768
"68006";1189
"68007";2172
"68008";584
"68009";861
"68010";1124
"68011";1319
"68012";1777
"68013";988
"68014";370
"68015";2662
"68016";970
"68017";820
"68018";743
"68019";570
"68020";1594
"68021";3912
"68022";1592
"68023";940
"68024";176
"68025";226
"68026";1376
"68027";334
"68028";2096
"68029";1092
"68030";427
"68032";1196
"68033";443
"68034";313
"68035";318
"68036";2549
"68037";455
"68038";1079
"68039";545
"68040";1974
"68041";1974
"68042";4593
"68043";4075
"68044";743
"68045";556
"68046";418
"68049";448
"68050";409
"68051";826
"68052";183
"68054";416
"68055";1057
"68056";8105
"68057";281
"68058";3330
"68059";1900
"68060";1775
"68061";1049
"68062";2035
"68063";11324
"68064";951
"68065";695
"68066";68690
"68067";361
"68068";2259
"68069";1457
"68071";298
"68072";1439
"68073";480
"68074";564
"68075";832
"68076";936
"68077";367
"68078";1723
"68079";259
"68080";295
"68081";572
"68082";7522
"68083";364
"68084";1473
"68085";378
"68086";194
"68087";452
"68088";995
"68089";1604
"68090";770
"68091";2310
"68092";405
"68093";1443
"68094";926
"68095";1165
"68096";362
"68097";1331
"68098";647
"68099";761
"68100";340
"68101";802
"68102";439
"68103";461
"68104";297
"68105";264
"68106";281
"68107";366
"68109";703
"68110";818
"68111";848
"68112";11020
"68113";1411
"68114";141
"68115";1294
"68116";708
"68117";891
"68118";4947
"68119";727
"68120";1215
"68121";672
"68122";637
"68123";789
"68124";381
"68125";508
"68126";3394
"68127";641
"68128";660
"68129";1337
"68130";1038
"68131";166
"68132";704
"68134";1838
"68135";2745
"68136";328
"68137";630
"68138";2121
"68139";1452
"68140";1283
"68141";2168
"68142";372
"68143";1802
"68144";1340
"68145";6101
"68146";2282
"68147";603
"68148";354
"68149";7239
"68150";514
"68151";1048
"68152";2484
"68153";711
"68154";14678
"68155";4679
"68156";3412
"68157";1385
"68158";497
"68159";904
"68160";586
"68161";538
"68162";4444
"68163";5376
"68165";245
"68166";13263
"68167";743
"68168";378
"68169";503
"68170";594
"68171";943
"68172";1779
"68173";2138
"68174";1642
"68175";1885
"68176";322
"68177";1497
"68178";951
"68179";915
"68180";898
"68181";241
"68182";1208
"68183";187
"68184";307
"68185";1704
"68186";307
"68187";325
"68188";590
"68189";837
"68190";34
"68191";767
"68192";424
"68193";746
"68194";281
"68195";6278
"68196";304
"68197";480
"68198";286
"68199";503
"68200";546
"68201";3759
"68202";202
"68203";1251
"68204";1049
"68205";1655
"68207";695
"68208";598
"68209";840
"68210";333
"68211";388
"68212";524
"68213";343
"68214";374
"68215";903
"68216";420
"68217";1659
"68218";3737
"68219";896
"68221";908
"68222";1064
"68223";771
"68224";108918
"68225";1510
"68226";4653
"68227";1267
"68228";470
"68229";161
"68230";583
"68231";1947
"68232";474
"68234";718
"68235";1138
"68237";549
"68238";940
"68239";390
"68240";1370
"68241";643
"68242";1223
"68243";139
"68244";358
"68245";410
"68246";1021
"68247";1262
"68248";669
"68249";3529
"68250";1039
"68251";875
"68252";1633
"68253";1950
"68254";827
"68255";1420
"68256";9656
"68257";961
"68258";3000
"68259";514
"68260";1111
"68261";229
"68262";806
"68263";641
"68264";628
"68265";795
"68266";1942
"68267";1981
"68268";706
"68269";4697
"68270";3690
"68271";12658
"68273";635
"68274";188
"68275";454
"68276";193
"68277";1081
"68278";14068
"68279";895
"68280";371
"68281";468
"68282";269
"68283";773
"68284";695
"68285";367
"68286";2368
"68287";4417
"68288";400
"68289";2307
"68290";873
"68291";1069
"68292";2241
"68293";87
"68294";1909
"68295";3003
"68296";1004
"68297";21641
"68298";5072
"68299";308
"68300";5489
"68301";1260
"68302";759
"68303";229
"68304";1558
"68305";1384
"68306";511
"68307";498
"68308";327
"68309";3749
"68311";608
"68312";325
"68313";769
"68315";7056
"68316";730
"68317";1113
"68318";2401
"68320";1352
"68321";3945
"68322";1354
"68323";791
"68324";604
"68325";760
"68326";154
"68327";353
"68328";204
"68329";1356
"68330";337
"68331";1930
"68332";939
"68333";294
"68334";7721
"68335";465
"68336";465
"68337";601
"68338";3814
"68340";373
"68341";904
"68342";1747
"68343";2379
"68344";437
"68345";748
"68347";689
"68348";2824
"68349";4356
"68350";482
"68351";639
"68352";2689
"68353";494
"68354";910
"68355";1538
"68356";884
"68357";524
"68358";467
"68359";1649
"68360";658
"68361";321
"68362";768
"68363";566
"68364";986
"68365";1739
"68366";721
"68367";1179
"68368";1253
"68370";174
"68371";312
"68372";1802
"68373";302
"68374";7641
"68375";10338
"68376";14538
"68377";798
"68378";375
"68379";1045
"68380";445
"68381";800
"68382";382
"68383";321
"68384";2554
"68385";840
"68386";1028
"69001";379
"69002";246
"69003";2911
"69004";768
"69005";586
"69006";4929
"69007";2715
"69008";653
"69009";7443
"69010";6417
"69012";616
"69013";3846
"69014";1126
"69016";121
"69017";738
"69018";2155
"69019";13056
"69020";660
"69021";2317
"69022";566
"69023";1630
"69024";4088
"69026";537
"69027";11694
"69028";6315
"69029";42209
"69030";813
"69031";1377
"69032";1990
"69033";2803
"69034";42838
"69035";383
"69036";1133
"69037";836
"69038";938
"69039";687
"69040";5569
"69042";568
"69043";8788
"69044";5119
"69045";1243
"69046";4552
"69047";1054
"69049";2793
"69050";2117
"69051";1139
"69052";4131
"69053";544
"69054";332
"69055";1448
"69056";2085
"69057";570
"69058";387
"69059";1533
"69060";604
"69061";1178
"69062";774
"69063";4181
"69064";3927
"69065";954
"69066";4379
"69067";1142
"69068";2472
"69069";11124
"69070";1258
"69071";1175
"69072";8673
"69074";1531
"69075";188
"69076";2573
"69077";954
"69078";830
"69080";1840
"69081";18582
"69082";268
"69083";1169
"69084";1275
"69085";1464
"69086";2311
"69087";3052
"69088";7066
"69089";14653
"69090";814
"69091";20116
"69092";7470
"69093";1184
"69094";5838
"69095";821
"69096";9673
"69097";776
"69098";505
"69099";1442
"69100";8694
"69102";713
"69103";906
"69104";433
"69105";997
"69106";1149
"69107";1049
"69108";1041
"69109";870
"69110";1848
"69111";670
"69112";6137
"69113";911
"69115";4842
"69116";3648
"69117";3128
"69118";2605
"69119";974
"69120";594
"69121";2737
"69122";1864
"69124";463
"69125";890
"69126";754
"69127";3603
"69130";234
"69131";3391
"69132";849
"69133";4324
"69134";218
"69135";1909
"69136";3056
"69137";507
"69138";452
"69139";1379
"69140";2004
"69141";6050
"69142";6430
"69143";7558
"69145";924
"69148";2448
"69149";26577
"69151";1555
"69152";10459
"69153";1355
"69154";2761
"69155";1141
"69156";2664
"69157";5233
"69159";3841
"69160";1084
"69161";477
"69162";1329
"69163";3480
"69164";321
"69165";1124
"69166";324
"69167";585
"69168";1532
"69169";641
"69170";1153
"69171";2362
"69172";773
"69173";1009
"69174";612
"69175";2003
"69176";4557
"69177";2045
"69178";815
"69179";4061
"69180";286
"69181";219
"69182";357
"69183";317
"69184";986
"69186";220
"69187";643
"69188";908
"69189";1886
"69190";1956
"69191";5720
"69192";149
"69193";1287
"69194";6950
"69196";617
"69197";2209
"69198";749
"69199";19250
"69200";1473
"69201";1284
"69202";22137
"69203";1030
"69204";21013
"69205";5036
"69206";4394
"69207";3043
"69208";2264
"69209";577
"69212";455
"69214";1209
"69215";867
"69216";564
"69217";747
"69218";1049
"69219";2136
"69220";1817
"69225";538
"69227";3884
"69228";4211
"69229";797
"69230";320
"69231";2615
"69233";1221
"69234";1567
"69235";1934
"69236";583
"69238";3686
"69239";1201
"69240";622
"69241";2548
"69242";952
"69243";10585
"69244";22401
"69245";697
"69246";1274
"69248";6027
"69249";3068
"69250";4040
"69252";740
"69253";617
"69254";970
"69255";5896
"69256";50815
"69257";1088
"69258";322
"69259";67116
"69260";5000
"69261";104
"69263";879
"69264";36283
"69265";804
"69266";150636
"69267";2124
"69268";3399
"69269";1005
"69270";4335
"69271";10495
"69272";4219
"69273";11106
"69275";28598
"69276";9877
"69277";13020
"69278";5490
"69279";5988
"69280";1508
"69281";1831
"69282";34145
"69283";13663
"69284";3186
"69285";4110
"69286";30405
"69287";6874
"69288";5417
"69289";4541
"69290";46501
"69291";5779
"69292";6267
"69293";2374
"69294";2703
"69295";1799
"69296";2939
"69297";5514
"69298";3128
"69299";2657
"69381";29518
"69382";30725
"69383";102218
"69384";35871
"69385";49745
"69386";52399
"69387";81813
"69388";85158
"69389";51096
"70001";355
"70002";210
"70003";70
"70004";304
"70005";141
"70006";1520
"70007";303
"70008";148
"70009";104
"70010";108
"70011";327
"70012";663
"70013";70
"70014";400
"70015";279
"70016";162
"70017";241
"70018";506
"70019";133
"70020";240
"70021";195
"70022";144
"70023";145
"70024";452
"70025";251
"70026";2535
"70027";73
"70028";145
"70029";242
"70030";48
"70031";649
"70032";44
"70035";178
"70036";163
"70037";260
"70038";317
"70039";345
"70040";236
"70041";375
"70042";97
"70043";236
"70044";413
"70045";415
"70046";358
"70047";106
"70048";142
"70049";95
"70050";98
"70051";36
"70052";122
"70053";77
"70054";240
"70055";516
"70056";304
"70057";145
"70058";937
"70059";471
"70060";301
"70061";83
"70062";139
"70063";207
"70064";147
"70065";78
"70066";175
"70067";125
"70069";48
"70070";29
"70071";57
"70072";83
"70074";257
"70075";199
"70076";376
"70077";226
"70078";92
"70079";534
"70080";238
"70081";321
"70082";136
"70083";406
"70084";676
"70085";652
"70086";75
"70087";144
"70088";115
"70089";46
"70090";59
"70091";48
"70092";182
"70093";671
"70094";298
"70095";646
"70096";638
"70097";235
"70098";211
"70099";75
"70100";130
"70101";491
"70102";276
"70103";221
"70104";597
"70105";130
"70106";115
"70107";431
"70109";308
"70111";270
"70112";177
"70113";128
"70114";206
"70115";231
"70116";626
"70117";1243
"70118";189
"70119";359
"70120";3766
"70121";876
"70122";1638
"70124";96
"70125";179
"70126";199
"70127";114
"70128";385
"70129";157
"70130";327
"70132";698
"70133";235
"70134";207
"70135";36
"70136";487
"70137";215
"70138";128
"70140";66
"70141";120
"70142";188
"70143";124
"70144";34
"70145";457
"70146";162
"70147";233
"70148";87
"70149";691
"70150";312
"70151";36
"70152";467
"70153";95
"70154";373
"70155";788
"70156";106
"70157";369
"70158";104
"70159";91
"70160";322
"70162";459
"70163";448
"70164";84
"70165";546
"70166";157
"70167";357
"70168";620
"70169";219
"70170";121
"70171";1275
"70172";107
"70174";141
"70175";137
"70176";191
"70177";601
"70178";520
"70179";170
"70180";438
"70181";130
"70182";138
"70183";61
"70184";718
"70185";186
"70186";74
"70187";263
"70188";55
"70189";248
"70190";180
"70192";208
"70193";231
"70194";137
"70195";274
"70196";254
"70197";796
"70198";1252
"70199";116
"70200";35
"70201";214
"70202";276
"70203";146
"70204";160
"70205";204
"70206";539
"70207";3246
"70208";295
"70210";157
"70211";67
"70213";227
"70214";123
"70215";247
"70216";434
"70217";97
"70218";135
"70219";733
"70220";409
"70221";288
"70222";78
"70224";672
"70225";108
"70226";311
"70227";504
"70228";972
"70229";261
"70230";97
"70231";34
"70232";124
"70233";135
"70234";231
"70235";151
"70236";463
"70237";98
"70238";136
"70239";200
"70240";1340
"70242";134
"70243";328
"70244";112
"70245";3804
"70247";214
"70248";1378
"70249";120
"70250";439
"70251";101
"70252";177
"70253";293
"70254";254
"70255";500
"70256";710
"70257";738
"70258";1985
"70259";372
"70260";687
"70261";1386
"70262";164
"70263";241
"70264";54
"70265";156
"70267";479
"70268";212
"70269";35
"70271";381
"70272";192
"70273";67
"70274";48
"70275";379
"70276";184
"70277";384
"70278";213
"70279";5541
"70280";942
"70282";1021
"70283";438
"70284";267
"70285";10651
"70286";128
"70287";42
"70288";122
"70289";208
"70290";217
"70291";125
"70292";1581
"70293";80
"70294";355
"70295";217
"70296";268
"70297";60
"70298";119
"70299";302
"70301";58
"70302";76
"70303";153
"70304";125
"70305";102
"70306";452
"70307";122
"70308";223
"70309";453
"70310";8130
"70311";6691
"70312";733
"70313";375
"70314";168
"70315";412
"70316";86
"70317";140
"70318";436
"70319";117
"70320";101
"70321";1389
"70322";284
"70323";194
"70324";647
"70325";364
"70326";307
"70327";134
"70328";330
"70329";62
"70330";264
"70331";443
"70332";55
"70334";1495
"70335";63
"70336";139
"70337";59
"70338";232
"70339";1668
"70340";215
"70341";300
"70342";134
"70343";287
"70344";335
"70347";348
"70348";621
"70349";235
"70350";66
"70351";230
"70352";36
"70353";508
"70355";293
"70356";278
"70357";552
"70358";274
"70359";54
"70360";74
"70361";157
"70362";147
"70363";652
"70364";119
"70366";123
"70367";178
"70368";131
"70369";49
"70371";205
"70372";155
"70373";283
"70374";98
"70376";472
"70378";1642
"70380";176
"70381";335
"70383";409
"70384";224
"70385";337
"70386";182
"70387";675
"70388";1984
"70389";57
"70390";503
"70392";34
"70393";423
"70394";61
"70395";52
"70396";38
"70397";80
"70398";66
"70399";212
"70400";105
"70401";133
"70402";376
"70403";241
"70404";590
"70405";193
"70406";78
"70407";270
"70408";1077
"70409";114
"70410";700
"70411";37
"70412";68
"70413";1934
"70414";960
"70415";695
"70416";208
"70417";315
"70418";515
"70419";107
"70420";64
"70421";2944
"70422";146
"70423";111
"70425";147
"70426";255
"70427";338
"70428";1457
"70429";549
"70430";67
"70431";249
"70432";334
"70433";1401
"70435";846
"70436";119
"70437";16
"70438";212
"70439";355
"70440";33
"70441";249
"70442";106
"70443";88
