"UID_ANONYM_COVID","coco5_q04","coco5_q06_1","coco5_q06_10","coco5_q06_2","coco5_q06_3","coco5_q06_4","coco5_q06_5","coco5_q06_6","coco5_q06_7","coco5_q06_8","coco5_q06_9","coco5_q07_1","coco5_q07_2","coco5_q07_3","coco5_q09","coco5_q10","coco5_q16","coco5_q17","coco5_q18","coco5_q19","coco5_q20","coco5_q21","coco5_q25_a","coco5_q37","coco5_q38_modifie","coco5_q64_modifie","coco5_q68","coco5_q79","coco5_q156","coco5_q157_1","coco5_q157_2","coco5_q157_3","coco5_q157_4","coco5_q157_5","coco5_q157_6","coco5_q157_7","coco5_q157_8","coco5_social_policy_DO","coco5_q158","coco5_q159","coco5_q160_1","coco5_q160_2","coco5_q160_3","coco5_q160_4","coco5_q160_5","coco5_q160_6","coco5_q160_7","coco5_q160_8","coco5_q161_1","coco5_q161_2","coco5_q161_3","coco5_q161_4","coco5_q161_5","coco5_q161_6","coco5_q162_1","coco5_q162_2","coco5_q162_3","coco5_q162_4","coco5_q162_5","coco5_q162_6","coco5_q162_7","coco5_q163_1","coco5_q163_2","coco5_q163_3","coco5_q163_4","coco5_q163_5","coco5_q163_6","coco5_q163_7","coco5_q163_8","coco5_q163_9","coco5_q164","coco5_q165_1","coco5_q165_2","coco5_q166","coco5_q167","coco5_q168","coco5_q169_1","coco5_q169_2","coco5_q169_3","coco5_q169_4","coco5_q169_5","coco5_q169_6","coco5_q169_7","coco5_q169_8","coco5_q169_9","coco5_q170_1","coco5_q170_2","coco5_q170_3","coco5_q170_4","coco5_q170_5","coco5_q171","coco5_q172","coco5_q173_1","coco5_q173_2","coco5_q173_3","coco5_q173_4","coco5_FL_26_DO_exp","coco5_q178_a_1","coco5_q178_a_2","coco5_q178_a_3","coco5_q178_a_4","coco5_q178_b_1","coco5_q178_b_2","coco5_q178_b_3","coco5_q178_b_4","coco5_q179_a_1","coco5_q179_a_2","coco5_q179_a_3","coco5_q179_a_4","coco5_q179_a_5","coco5_q179_a_6","coco5_q179_b_1","coco5_q179_b_2","coco5_q179_b_3","coco5_q179_b_4","coco5_q179_b_5","coco5_q179_b_6","coco5_q180_c","coco5_q181_c","coco5_q182_c","coco5_q183","coco5_q184","coco5_q185","coco5_q186","coco5_q187","coco5_SWB","ea17_SWB","ea18_SWB","ea19_SWB","coco5_POIDS_INIT","coco5_PDSPLT_INIT","cal_SEXE","cal_NAT","cal_AGE1","cal_AGE2","cal_DIPL","cal_ZEAT","coco5_POIDS","coco5_PDSPLT","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014"
1294,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,1,3,1,6,1,2,2,8,7,4,3,3,3,3,3,3,3,1,1,6666,3,2,2,3,2,2,3,2,2,2,2,2,2,2,1,2,1,1,2,2,2,4,4,3,3,3,3,4,3,4,2,2,2,2,9999,9999,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,2,3,3,1,2,2,3,1,6666,6666,6666,6666,1,1,1,5,3,1,6666,6666,6666,6666,6666,6666,5,5,8888,4,3,2,1,4,0.97750733228901,0.735493366940928,0.847768433157537,0.847768433157537,0.364430007,"NA",1,1,4,4,3,8,0.341270189747258,"NA",1,10,1,1,6,2,6,5,1,3,2,2,1,6,6,6,6,6,8,3,2,6,6,6,1,1,1,9,6,5,2,6,6,6,6,66,66,66,11,6,6,1,1,1,2,2,1,6,66,1,5,5,2,2,2,2,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,9,7,1,2,2,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,1,3,2,4,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,3,6,2,1,56,5,5,1,2019,8,112,9,1
1394,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,3,6,0,4,0,4,9,8,3,5,5,2,5,1,1,3,1,1,6666,4,1,3,4,3,2,4,1,3,3,1,2,2,9999,2,2,1,2,2,2,2,3,3,4,3,3,3,4,6666,6666,4,2,3,9999,9999,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,9999,2,3,3,4,2,6666,6666,6666,6666,1,2,9999,2,6666,6666,6666,6666,6666,6666,3,5,1,9999,1,1,8888,8888,8888,4,5,2,1,6,0.909836497718884,0.812999812631487,0.748821147269931,0.786908269576246,1.323328374,"NA",2,1,6,7,3,5,1.47364171697724,"NA",2,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,7,6,66,6,6,6,6,6,66,66,66,6,6,6,1,1,1,2,1,1,6,66,2,3,4,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,77,99,3,1,1,1,2,2,2,4,9,6,6,6,6,6,6,6,6,6,2,3,3,1,1,1,1,2,5,3,2,3,4,2,2,2,1,1,2,1,1,3,77,3,4,54,5,666,1,2019,5,111,9,7
1367,3,2,2,2,1,2,2,2,2,2,2,2,2,1,3,6666,3,3,4,3,3,3,3,5,4,6,4,2,7,3,4,2,3,3,1,2,2,2,6666,2,4,2,2,3,4,3,5,3,1,1,1,2,2,3,2,2,1,2,1,2,2,3,3,3,2,2,3,3,1,2,1,1,4,1,2,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,3,2,2,4,2,6666,6666,6666,6666,2,1,2,1,6666,6666,6666,6666,6666,6666,7,6,5,3,1,4,4,5,6,3,2,2,2,3,0.436875148505484,0.442870770583286,0.204850077994107,0.304592436084723,1.750325818,"NA",1,3,2,2,2,8,2.78590314543662,"NA",1,7,1,1,6,2,6,4,1,1,2,4,3,1,6,6,6,6,6,2,5,11,2,6,2,1,1,4,6,6,6,6,6,6,6,66,66,2,2,6,6,3,2,2,6,6,2,6,66,2,3,3,3,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,6,2,1,1,2,1,3,2,2,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,3,8,2,2,47,4,5,4,2019,8,111,9,7
1103,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,3,4,2,4,2,4,3,6,3,7,3,8,7,3,4,5,5,3,3,3,5,1,2,6666,4,1,3,4,3,1,4,1,3,3,2,2,2,3,2,1,1,1,2,2,2,3,4,4,4,3,3,4,4,4,3,2,3,1,9999,9999,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,9999,3,3,2,2,6666,6666,6666,6666,2,2,1,9999,6666,6666,6666,6666,6666,6666,5,1,2,9999,3,2,8,5,8,5,2,3,1,4,0.733998782345307,0.644336092091268,0.658876197078866,0.677580339432555,0.618297034,"NA",2,1,4,4,4,8,0.478527457625167,"NA",2,10,1,1,6,2,6,4,1,1,2,3,1,6,6,6,6,6,11,5,3,8,6,6,1,1,1,5,1,1,6,6,1,1,6,66,5,66,8,2,6,1,1,1,2,2,2,6,66,1,6,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,2,1,2,1,2,2,2,4,2,6,6,6,6,6,6,6,6,6,3,3,3,1,2,2,1,1,2,3,2,2,2,2,2,1,2,2,1,1,2,2,6,1,2,36,3,5,1,2019,8,111,9,7
1602,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,4,2,3,2,3,2,6,1,8,2,5,7,3,3,3,3,3,3,3,3,2,6666,1,4,2,2,4,4,3,4,3,3,3,2,2,2,1,2,1,2,2,2,2,2,3,4,4,3,3,3,4,3,3,4,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,3,2,2,1,3,2,2,2,6666,6666,6666,6666,7,7,9999,5,5,5,6666,6666,6666,6666,6666,6666,6,5,5,4,5,2,1,6,0.647598743056804,0.830772036638737,0.76752528962362,0.847768433157537,1.07859255,"NA",1,1,4,4,2,7,1.42575004222047,"NA",1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,6,2,3,8,6,6,1,1,1,5,2,6,6,6,1,1,6,66,3,66,2,4,6,1,1,1,2,1,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,11,10,1,1,1,1,1,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,1,1,1,2,2,9,2,1,2,2,2,1,1,2,1,2,3,6,2,1,47,4,5,1,2019,7,112,9,0
1563,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,4,3,4,3,2,6,2,7,2,9,7,3,3,3,3,2,3,3,3,1,2,6666,4,3,2,3,3,2,4,2,2,2,2,2,1,2,1,2,1,1,2,1,2,4,4,3,3,3,3,4,3,3,2,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,3,2,6666,6666,6666,6666,2,2,1,2,6666,6666,6666,6666,6666,6666,2,3,3,9999,6,9999,5,3,6,4,3,2,2,2,0.410719405703622,0.669561023359795,0.439469282426703,0.548797212570394,0.704091934,"NA",1,1,5,5,3,8,0.457353018951186,"NA",1,11,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,7,2,4,10,6,6,1,1,1,5,2,5,6,6,1,1,6,66,3,66,10,2,6,4,2,2,6,6,1,6,66,1,5,4,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,2,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,2,1,2,4,3,2,41,4,4,4,2019,8,112,8,0
58,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,5,2,3,3,4,1,5,4,7,4,3,2,3,3,2,1,2,3,2,6666,2,5,3,2,3,2,3,4,3,1,2,2,2,1,1,1,2,2,1,1,1,2,5,3,2,9999,9999,9999,3,3,3,1,2,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,3,3,4,2,6666,6666,6666,6666,2,1,2,1,6666,6666,6666,6666,6666,6666,5,4,6,4,5,4,3,8888,8888,2,2,3,1,1,0.781928588813321,0.382866538762128,0.285888293731034,0.678182145814591,1.23553674,"NA",1,1,4,4,2,4,1.20802593149132,"NA",1,9,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,6,2,6,66,6,6,1,6,66,6,1,66,6,6,1,1,6,66,4,66,1,1,6,1,1,1,3,3,3,1,5,2,3,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,8,6,1,1,1,2,3,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,4,3,1,2,2,2,1,1,1,2,1,3,5,3,2,48,4,666,1,2019,4,111,9,7
854,3,1,2,1,2,1,2,2,2,2,2,2,2,1,3,6666,2,1,4,2,4,1,6,6,1,10,4,3,3,1,3,1,1,1,1,1,3,1,1,6666,3,1,1,3,3,3,3,1,1,1,3,3,2,1,1,2,1,1,1,2,2,2,3,3,1,3,3,1,1,1,2,2,4,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,3,3,1,3,1,1,1,1,2,6666,6666,6666,6666,5,5,6,3,4,5,6666,6666,6666,6666,6666,6666,1,5,1,1,2,4,2,6,0.151199346539759,0.242318781520478,0.258939060054087,0.098249878263166,0.379214224,"NA",1,3,3,3,2,8,0.440118631330921,"NA",1,10,3,2,1,2,6,7,3,6,6,66,3,2,6,6,6,6,6,2,6,66,2,6,2,6,66,6,6,66,6,6,6,6,6,66,1,66,11,1,6,1,1,2,6,6,3,1,5,2,3,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,5,2,2,2,2,1,1,1,4,2,1,2,2,2,1,1,2,4,3,4,5,66,6,666,1,2019,8,112,8,0
42,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,5,5,2,3,2,3,2,6,1,2,2,2,8,3,4,1,3,4,3,3,4,1,2,6666,4,2,1,3,2,1,3,1,2,2,1,2,1,1,2,2,1,2,2,2,2,4,4,4,4,3,3,3,3,3,3,2,2,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,3,3,3,1,3,1,1,2,6666,6666,6666,6666,3,3,3,4,1,6,6666,6666,6666,6666,6666,6666,8,4,6,5,2,1,1,5,0.788038528732245,0.564254219887992,0.490082918602764,0.442401283119984,0.868486054,"NA",1,1,5,5,4,1,0.529895600508684,"NA",1,12,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,2,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,1,2,4,2,2,1,2,2,2,1,2,2,1,1,1,4,1,2,36,3,6,3,2019,1,111,10,8
821,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,6666,4,5,2,5,2,3,2,6,1,5,2,5,8,4,4,4,1,4,3,3,4,2,6666,2,3,2,2,3,3,3,3,3,1,1,3,2,2,2,2,2,1,1,1,2,2,3,3,3,2,3,3,3,2,2,2,1,3,2,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,3,3,3,3,1,1,1,1,1,6666,6666,6666,6666,2,5,3,4,9999,1,6666,6666,6666,6666,6666,6666,3,4,2,4,2,3,1,6,0.840146349672006,0.71541572655881,0.537067146461103,0.577095868100548,0.997950087,"NA",1,1,4,4,2,2,1.10606475143587,"NA",1,9,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,6,2,2,6,6,6,1,1,1,5,1,4,6,6,1,1,6,66,4,66,2,2,6,2,1,2,6,6,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,77,99,3,1,2,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,2,1,3,1,1,1,2,2,2,1,2,2,1,1,4,5,2,3,48,4,6,3,2019,2,300,0,1
587,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,4,6,6,1,1,3,9,6,3,1,3,2,3,2,2,1,1,1,6666,4,1,1,2,2,3,5,3,3,3,3,3,2,2,2,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,3,4,1,1,4,2,1,6666,6666,6666,6666,9999,9999,9999,9999,9999,9999,6666,6666,6666,6666,6666,6666,7,7,8,5,4,1,1,6,0.960005893275383,0.709692081578683,0.893508469307187,0.757823482966472,0.556413888,"NA",2,1,4,4,4,3,0.44198955369754,"NA",2,9,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,2,1,66,6,6,1,1,6,66,66,5,5,6,6,1,1,2,6,6,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,9,8,2,1,1,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,4,2,3,2,1,1,1,2,3,2,2,2,1,2,2,2,1,1,1,2,1,2,7,1,2,51,5,666,1,2019,3,111,8,7
5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,1,5,2,4,2,6,1,0,3,8,10,3,3,3,3,2,2,2,3,2,6666,1,4,1,1,2,3,1,4,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,3,3,4,3,3,4,4,4,4,2,2,9999,9999,9999,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,3,3,3,3,2,6666,6666,6666,6666,4,1,1,3,6666,6666,6666,6666,6666,6666,2,1,1,3,1,1,5,7,5,4,2,2,1,3,0.911975698905627,0.720330053553198,0.802028397007887,0.76946688895675,0.608547109,"NA",2,1,4,4,3,5,0.425580010825192,"NA",2,10,1,3,6,2,6,5,1,3,2,3,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,3,2,3,6,6,1,1,6,66,66,6,11,6,6,3,1,2,6,6,2,6,66,1,6,3,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,12,9,2,1,1,1,1,2,2,3,2,6,6,6,6,6,6,6,6,6,1,2,3,2,2,2,2,4,2,4,2,1,1,2,2,2,1,1,2,1,2,3,5,3,3,41,4,4,4,2019,5,112,8,0
891,3,2,2,1,1,2,2,2,2,2,2,1,2,2,3,6666,5,4,2,5,2,2,2,0,4,6,2,8,5,4,3,5,4,5,3,3,3,2,6666,2,4,1,2,3,3,1,3,1,3,3,1,1,1,1,2,2,1,1,2,2,2,3,4,3,4,4,3,2,6666,6666,2,2,2,9999,9999,9999,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,3,3,3,2,6666,6666,6666,6666,2,2,1,1,6666,6666,6666,6666,6666,6666,2,1,9999,5,9999,3,5,4,8888,5,5,2,1,4,0.779789387626577,0.541842666018832,0.819469777627383,0.775082602224551,3.027224709,"NA",1,1,5,5,3,1,1.74934030581027,"NA",1,13,1,1,6,2,6,2,1,2,2,6,6,6,6,6,1,6,11,5,3,8,2,6,2,1,1,5,6,5,6,6,6,6,6,66,3,66,1,2,6,2,1,2,6,6,1,6,66,2,2,4,5,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,13,10,1,1,2,1,2,3,2,5,1,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,2,2,3,3,2,3,3,2,2,2,1,1,2,1,1,2,5,3,2,46,4,4,3,2019,1,111,10,8
160,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,5,2,4,2,3,2,0,4,5,2,4,7,3,4,3,3,4,3,2,4,1,2,6666,3,1,2,3,2,2,4,2,2,1,2,2,2,2,2,1,1,2,2,1,2,3,3,3,3,3,3,3,6666,6666,2,2,3,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,3,3,2,6666,6666,6666,6666,2,2,1,2,6666,6666,6666,6666,6666,6666,3,3,2,5,4,2,2,1,2,4,5,2,1,6,0.790077342017248,0.7511553797917,0.706557832561646,0.712083446816822,0.639516903,"NA",1,1,4,4,3,2,0.576663567419696,"NA",1,11,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,9,3,2,7,2,6,2,1,1,4,6,1,6,6,6,6,6,66,66,2,1,6,6,2,1,1,2,3,1,6,66,1,5,5,1,2,2,2,2,2,2,1,1,1,2,1,3,3,1,3,1,3,3,3,3,10,6,2,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,4,3,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,3,2,3,61,6,5,3,2019,2,300,0,0
1050,3,1,2,1,1,2,1,2,1,2,2,1,2,2,3,6666,2,4,3,4,3,4,2,0,4,7,3,5,7,2,4,3,1,2,3,2,5,2,6666,2,1,1,1,3,1,3,4,1,1,3,1,3,1,2,2,1,2,2,2,1,2,4,4,4,3,3,3,4,6666,6666,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,3,2,3,1,2,6666,6666,6666,6666,1,1,1,2,6666,6666,6666,6666,6666,6666,6,6,1,1,1,1,5,3,5,4,5,2,1,5,0.582799435805548,0.755481241419698,0.669275411360454,0.668578003736014,0.434031138,"NA",1,1,5,5,4,5,0.283998489646848,"NA",1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,6,1,11,5,4,10,1,2,1,2,6,9,6,5,1,6,6,6,6,66,66,66,10,6,6,2,1,1,2,1,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,12,9,1,1,1,1,2,2,2,4,1,2,2,2,2,2,2,2,2,1,1,2,3,2,3,2,1,2,5,3,1,2,2,2,2,2,1,2,2,2,1,1,3,3,1,31,3,4,3,2019,5,111,9,7
928,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,6666,4,5,2,5,3,3,2,6,3,7,3,9,8,3,4,4,4,3,2,3,4,1,2,6666,4,1,2,4,3,1,5,1,3,2,1,1,1,1,1,2,1,1,2,2,2,4,5,3,5,2,4,4,5,5,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,3,3,3,2,6666,6666,6666,6666,2,2,2,1,6666,6666,6666,6666,6666,6666,2,1,2,4,5,1,8,5,7,5,5,1,2,2,0.800152242947389,0.653096816801327,0.579330461169389,0.786908269576246,0.5515298,"NA",1,1,4,4,4,4,0.463218773331986,"NA",1,11,1,1,6,2,6,4,1,1,2,6,1,6,6,6,6,6,11,5,5,11,6,2,1,2,5,1,2,66,6,6,1,1,6,66,66,6,9,6,6,1,1,2,6,6,3,2,5,2,4,3,3,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,12,10,1,2,2,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,2,1,2,1,2,2,1,1,5,2,2,2,1,2,2,3,2,2,7,3,5,32,3,666,1,2019,4,111,8,7
1010,3,2,2,2,2,1,2,2,2,2,2,2,2,1,3,6666,3,4,3,3,3,3,2,0,4,3,3,6,3,2,4,2,5,3,1,1,4,1,2,6666,4,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,3,3,2,3,3,2,6666,6666,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,3,3,1,3,1,1,1,6666,6666,6666,6666,5,5,3,5,4,4,6666,6666,6666,6666,6666,6666,3,5,5,3,3,2,2,3,0.544429590886801,0.479747458591915,0.558391725746859,0.753102569816418,1.450387754,"NA",2,1,6,6,1,2,1.47556880021181,"NA",2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,1,1,1,4,2,2,2,2,6,4,6,4,6,6,6,6,6,66,66,4,5,6,6,2,1,1,2,1,1,6,66,1,5,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,4,2,1,1,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,3,2,3,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,1,2,8,2,3,51,5,5,3,2019,2,400,0,2
1300,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,4,2,4,3,3,2,1,1,1,2,8,7,3,3,3,3,3,3,3,3,2,6666,1,4,3,3,4,4,3,3,3,3,3,2,2,2,3,2,1,1,2,2,2,2,4,4,4,3,3,3,4,5,5,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,3,3,2,2,6666,6666,6666,6666,2,2,2,2,6666,6666,6666,6666,6666,6666,1,1,1,7,2,1,6,6,5,5,5,2,1,4,0.691865474433946,0.704079575336034,0.800086797674758,0.74464495486796,2.072652933,"NA",2,1,4,4,3,1,1.35159297205804,"NA",2,10,1,1,6,2,6,1,2,3,2,2,1,6,6,6,6,6,8,3,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,5,5,6,6,1,1,2,6,6,3,1,5,2,3,5,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,10,9,1,1,1,1,2,2,1,4,2,6,6,6,6,6,6,6,6,6,1,3,3,2,2,2,1,1,3,5,5,3,3,2,2,1,1,2,1,1,2,1,5,2,2,41,4,666,1,2019,1,111,10,8
934,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,2,3,2,6,1,2,2,5,8,4,4,3,4,4,3,3,3,2,6666,2,5,2,2,3,3,2,5,3,2,3,1,1,1,1,2,2,1,1,2,2,2,4,4,4,4,4,4,3,4,4,2,3,2,1,9999,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,6666,6666,6666,6666,3,5,2,6,2,1,6666,6666,6666,6666,6666,6666,6,6,7,5,4,2,1,4,0.790077342017248,0.781381554246746,0.733503627344981,0.869188613685696,0.476019861,"NA",1,1,2,2,4,2,0.859752091744902,"NA",1,6,1,1,6,2,6,2,1,2,2,4,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,2,1,6,6,1,1,6,66,3,66,2,4,6,3,2,1,1,2,1,6,66,1,6,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,4,5,2,2,47,4,4,4,2019,3,112,7,0
